support,itemsets
0.011716989634970707,frozenset({'...and you will know us by the trail of dead'})
0.029743127534925643,frozenset({'2pac'})
0.027039206849932402,frozenset({'3 doors down'})
0.030193780982424517,frozenset({'30 seconds to mars'})
0.013068949977467327,frozenset({'311'})
0.02568724650743578,frozenset({'50 cent'})
0.018476791347453808,frozenset({'65daysofstatic'})
0.02794051374493015,frozenset({'[unknown]'})
0.03650292924740874,frozenset({'a perfect circle'})
0.020279405137449302,frozenset({'a tribe called quest'})
0.012618296529968454,frozenset({'a-ha'})
0.021631365479945923,frozenset({'abba'})
0.067598017124831,frozenset({'ac/dc'})
0.010815682739972961,frozenset({'adele'})
0.01216764308246958,frozenset({'adema'})
0.02929247408742677,frozenset({'aerosmith'})
0.017124831004957188,frozenset({'aesop rock'})
0.03064443442992339,frozenset({'afi'})
0.010365029292474088,frozenset({'after forever'})
0.013519603424966201,frozenset({'against me!'})
0.06714736367733214,frozenset({'air'})
0.01892744479495268,frozenset({'akon'})
0.010815682739972961,frozenset({'al green'})
0.02298332582244254,frozenset({'alanis morissette'})
0.013519603424966201,frozenset({'alexisonfire'})
0.010815682739972961,frozenset({'alice cooper'})
0.032897701667417754,frozenset({'alice in chains'})
0.015322217214961695,frozenset({'alicia keys'})
0.02118071203244705,frozenset({'alkaline trio'})
0.015772870662460567,frozenset({'all that remains'})
0.028391167192429023,frozenset({'amon amarth'})
0.023433979269941414,frozenset({'amon tobin'})
0.01757548445245606,frozenset({'amorphis'})
0.014420910319963948,frozenset({'amy macdonald'})
0.046417305092383954,frozenset({'amy winehouse'})
0.021631365479945923,frozenset({'anathema'})
0.013970256872465074,frozenset({'anberlin'})
0.011716989634970707,frozenset({'andrew bird'})
0.013970256872465074,frozenset({'angels & airwaves'})
0.031545741324921134,frozenset({'animal collective'})
0.012618296529968454,frozenset({'anthrax'})
0.017124831004957188,frozenset({'anti-flag'})
0.012618296529968454,frozenset({'antonio vivaldi'})
0.01892744479495268,frozenset({'antony and the johnsons'})
0.05092383956737269,frozenset({'aphex twin'})
0.03830554303740424,frozenset({'apocalyptica'})
0.010365029292474088,frozenset({'apoptygma berzerk'})
0.010815682739972961,frozenset({'apparat'})
0.04821991888237945,frozenset({'arcade fire'})
0.02794051374493015,frozenset({'arch enemy'})
0.015322217214961695,frozenset({'architecture in helsinki'})
0.07120324470482199,frozenset({'arctic monkeys'})
0.01982875168995043,frozenset({'armin van buuren'})
0.017124831004957188,frozenset({'as i lay dying'})
0.014420910319963948,frozenset({'asian dub foundation'})
0.015322217214961695,frozenset({'at the drive-in'})
0.01216764308246958,frozenset({'at the gates'})
0.01757548445245606,frozenset({'atb'})
0.019378098242451555,frozenset({'atmosphere'})
0.023433979269941414,frozenset({'atreyu'})
0.027039206849932402,frozenset({'audioslave'})
0.018476791347453808,frozenset({'autechre'})
0.01982875168995043,frozenset({'avenged sevenfold'})
0.02568724650743578,frozenset({'avril lavigne'})
0.012618296529968454,frozenset({'ayreon'})
0.01757548445245606,frozenset({'babyshambles'})
0.02929247408742677,frozenset({'bad religion'})
0.02118071203244705,frozenset({'band of horses'})
0.010815682739972961,frozenset({'barenaked ladies'})
0.01622352410995944,frozenset({'basement jaxx'})
0.015322217214961695,frozenset({'basshunter'})
0.010365029292474088,frozenset({'bathory'})
0.05723298783235692,frozenset({'beastie boys'})
0.010815682739972961,frozenset({'beatsteaks'})
0.06083821541234791,frozenset({'beck'})
0.017124831004957188,frozenset({'behemoth'})
0.040558810274898605,frozenset({'beirut'})
0.03740423614240649,frozenset({'belle and sebastian'})
0.013519603424966201,frozenset({'ben folds'})
0.013068949977467327,frozenset({'ben harper'})
0.010365029292474088,frozenset({'benny benassi'})
0.014871563767462822,frozenset({'beyoncé'})
0.011716989634970707,frozenset({'biffy clyro'})
0.014420910319963948,frozenset({'billie holiday'})
0.014420910319963948,frozenset({'billy joel'})
0.028841820639927896,frozenset({'billy talent'})
0.056782334384858045,frozenset({'björk'})
0.02568724650743578,frozenset({'black eyed peas'})
0.010815682739972961,frozenset({'black flag'})
0.013068949977467327,frozenset({'black label society'})
0.010365029292474088,frozenset({'black rebel motorcycle club'})
0.04686795853988283,frozenset({'black sabbath'})
0.027039206849932402,frozenset({'blind guardian'})
0.049121225777377195,frozenset({'blink-182'})
0.06219017575484453,frozenset({'bloc party'})
0.014420910319963948,frozenset({'blonde redhead'})
0.01892744479495268,frozenset({'blondie'})
0.010365029292474088,frozenset({'bloodbath'})
0.02253267237494367,frozenset({'bloodhound gang'})
0.03199639477242001,frozenset({'blur'})
0.04957187922487607,frozenset({'boards of canada'})
0.07210455159981974,frozenset({'bob dylan'})
0.0423614240648941,frozenset({'bob marley'})
0.03470031545741325,frozenset({'bob marley & the wailers'})
0.016674177557458314,frozenset({'bon iver'})
0.01757548445245606,frozenset({'bon jovi'})
0.013068949977467327,frozenset({'bonnie prince billy'})
0.024785939612438034,frozenset({'bonobo'})
0.017124831004957188,frozenset({'booka shade'})
0.016674177557458314,frozenset({'brand new'})
0.02253267237494367,frozenset({'breaking benjamin'})
0.018476791347453808,frozenset({'brian eno'})
0.027039206849932402,frozenset({'bright eyes'})
0.014871563767462822,frozenset({'bring me the horizon'})
0.032897701667417754,frozenset({'britney spears'})
0.02568724650743578,frozenset({'broken social scene'})
0.03334835511491663,frozenset({'bruce springsteen'})
0.011266336187471835,frozenset({'buckethead'})
0.03515096890491212,frozenset({'bullet for my valentine'})
0.023433979269941414,frozenset({'burial'})
0.01216764308246958,frozenset({'busta rhymes'})
0.02253267237494367,frozenset({'cake'})
0.013970256872465074,frozenset({'cannibal corpse'})
0.01892744479495268,frozenset({'cansei de ser sexy'})
0.018476791347453808,frozenset({'cascada'})
0.022082018927444796,frozenset({'cat power'})
0.010815682739972961,frozenset({'chamillionaire'})
0.03875619648490311,frozenset({'children of bodom'})
0.013970256872465074,frozenset({'chimaira'})
0.013068949977467327,frozenset({'christina aguilera'})
0.015772870662460567,frozenset({'clint mansell'})
0.020279405137449302,frozenset({'cocorosie'})
0.018026137899954935,frozenset({'coheed and cambria'})
0.14285714285714285,frozenset({'coldplay'})
0.020279405137449302,frozenset({'common'})
0.014420910319963948,frozenset({'converge'})
0.010815682739972961,frozenset({'counting crows'})
0.021631365479945923,frozenset({'cradle of filth'})
0.011266336187471835,frozenset({'cream'})
0.010365029292474088,frozenset({'creed'})
0.035601622352410996,frozenset({'creedence clearwater revival'})
0.02118071203244705,frozenset({'crystal castles'})
0.018026137899954935,frozenset({'cut copy'})
0.028841820639927896,frozenset({'cypress hill'})
0.07886435331230283,frozenset({'daft punk'})
0.019378098242451555,frozenset({'damien rice'})
0.01216764308246958,frozenset({'danny elfman'})
0.026137899954934655,frozenset({'dark tranquillity'})
0.015322217214961695,frozenset({'dashboard confessional'})
0.01892744479495268,frozenset({'dave matthews band'})
0.07570977917981073,frozenset({'david bowie'})
0.021631365479945923,frozenset({'david guetta'})
0.011716989634970707,frozenset({'de la soul'})
0.012618296529968454,frozenset({'dead can dance'})
0.016674177557458314,frozenset({'dead kennedys'})
0.018026137899954935,frozenset({'death'})
0.06624605678233439,frozenset({'death cab for cutie'})
0.012618296529968454,frozenset({'death from above 1979'})
0.029743127534925643,frozenset({'deep purple'})
0.010815682739972961,frozenset({'deerhoof'})
0.011266336187471835,frozenset({'def leppard'})
0.03830554303740424,frozenset({'deftones'})
0.07075259125732312,frozenset({'depeche mode'})
0.020730058584948176,frozenset({'devendra banhart'})
0.011266336187471835,frozenset({'devildriver'})
0.011716989634970707,frozenset({'devo'})
0.010365029292474088,frozenset({'diana krall'})
0.020279405137449302,frozenset({'dido'})
0.01216764308246958,frozenset({'die toten hosen'})
0.015772870662460567,frozenset({'die Ärzte'})
0.020730058584948176,frozenset({'digitalism'})
0.017124831004957188,frozenset({'dimmu borgir'})
0.015322217214961695,frozenset({'dio'})
0.032897701667417754,frozenset({'dire straits'})
0.05633168093735917,frozenset({'disturbed'})
0.011716989634970707,frozenset({'dj krush'})
0.02568724650743578,frozenset({'dj shadow'})
0.010815682739972961,frozenset({'dope'})
0.02298332582244254,frozenset({'dr. dre'})
0.01892744479495268,frozenset({'dragonforce'})
0.03830554303740424,frozenset({'dream theater'})
0.011266336187471835,frozenset({'dredg'})
0.01982875168995043,frozenset({'dropkick murphys'})
0.010365029292474088,frozenset({'drowning pool'})
0.014420910319963948,frozenset({'duffy'})
0.01216764308246958,frozenset({'duran duran'})
0.015322217214961695,frozenset({'eagles'})
0.010815682739972961,frozenset({'eddie vedder'})
0.013068949977467327,frozenset({'edguy'})
0.023433979269941414,frozenset({'editors'})
0.023433979269941414,frozenset({'eels'})
0.040558810274898605,frozenset({'elliott smith'})
0.020730058584948176,frozenset({'elton john'})
0.014420910319963948,frozenset({'eluveitie'})
0.012618296529968454,frozenset({'elvis costello'})
0.032897701667417754,frozenset({'elvis presley'})
0.05452906714736368,frozenset({'eminem'})
0.020730058584948176,frozenset({'enigma'})
0.011266336187471835,frozenset({'ennio morricone'})
0.02118071203244705,frozenset({'ensiferum'})
0.014420910319963948,frozenset({'enter shikari'})
0.02794051374493015,frozenset({'enya'})
0.01216764308246958,frozenset({'epica'})
0.028841820639927896,frozenset({'eric clapton'})
0.01216764308246958,frozenset({'erykah badu'})
0.04371338440739072,frozenset({'evanescence'})
0.028391167192429023,frozenset({'explosions in the sky'})
0.022082018927444796,frozenset({'faith no more'})
0.02658855340243353,frozenset({'faithless'})
0.04146011716989635,frozenset({'fall out boy'})
0.029743127534925643,frozenset({'fatboy slim'})
0.015322217214961695,frozenset({'fear factory'})
0.03830554303740424,frozenset({'feist'})
0.02118071203244705,frozenset({'finntroll'})
0.019378098242451555,frozenset({'fleet foxes'})
0.014420910319963948,frozenset({'fleetwood mac'})
0.024785939612438034,frozenset({'flogging molly'})
0.01216764308246958,frozenset({'flying lotus'})
0.08066696710229833,frozenset({'foo fighters'})
0.01892744479495268,frozenset({'fort minor'})
0.012618296529968454,frozenset({'four tet'})
0.028841820639927896,frozenset({'frank sinatra'})
0.017124831004957188,frozenset({'frank zappa'})
0.046417305092383954,frozenset({'franz ferdinand'})
0.011266336187471835,frozenset({'frou frou'})
0.01216764308246958,frozenset({'frédéric chopin'})
0.01216764308246958,frozenset({'fugazi'})
0.015322217214961695,frozenset({'funeral for a friend'})
0.011266336187471835,frozenset({'gamma ray'})
0.013970256872465074,frozenset({'gang starr'})
0.017124831004957188,frozenset({'garbage'})
0.018026137899954935,frozenset({'genesis'})
0.013519603424966201,frozenset({'ghostface'})
0.015322217214961695,frozenset({'girl talk'})
0.023884632717440287,frozenset({'gnarls barkley'})
0.019378098242451555,frozenset({'god is an astronaut'})
0.019378098242451555,frozenset({'godsmack'})
0.011266336187471835,frozenset({'godspeed you! black emperor'})
0.013068949977467327,frozenset({'gogol bordello'})
0.011716989634970707,frozenset({'gojira'})
0.02929247408742677,frozenset({'goldfrapp'})
0.020279405137449302,frozenset({'good charlotte'})
0.055430374042361424,frozenset({'gorillaz'})
0.011716989634970707,frozenset({'gotan project'})
0.07255520504731862,frozenset({'green day'})
0.017124831004957188,frozenset({'groove armada'})
0.01982875168995043,frozenset({'guano apes'})
0.025236593059936908,frozenset({'guns n roses'})
0.01216764308246958,frozenset({'gwen stefani'})
0.013068949977467327,frozenset({'gym class heroes'})
0.016674177557458314,frozenset({'hammerfall'})
0.023884632717440287,frozenset({'hans zimmer'})
0.017124831004957188,frozenset({'hatebreed'})
0.01216764308246958,frozenset({'heaven shall burn'})
0.013068949977467327,frozenset({'hellogoodbye'})
0.02658855340243353,frozenset({'helloween'})
0.02433528616493916,frozenset({'him'})
0.015322217214961695,frozenset({'hoobastank'})
0.015772870662460567,frozenset({'hooverphonic'})
0.028391167192429023,frozenset({'hot chip'})
0.015322217214961695,frozenset({'howard shore'})
0.011266336187471835,frozenset({'ice cube'})
0.020279405137449302,frozenset({'iced earth'})
0.010815682739972961,frozenset({'iggy pop'})
0.013519603424966201,frozenset({'ill niño'})
0.010365029292474088,frozenset({'immortal'})
0.018476791347453808,frozenset({'imogen heap'})
0.013970256872465074,frozenset({'in extremo'})
0.0644434429923389,frozenset({'in flames'})
0.049121225777377195,frozenset({'incubus'})
0.027489860297431275,frozenset({'infected mushroom'})
0.04596665164488508,frozenset({'interpol'})
0.02253267237494367,frozenset({'iron & wine'})
0.07255520504731862,frozenset({'iron maiden'})
0.01892744479495268,frozenset({'isis'})
0.015322217214961695,frozenset({'j dilla'})
0.050473186119873815,frozenset({'jack johnson'})
0.020279405137449302,frozenset({'james blunt'})
0.015322217214961695,frozenset({'james brown'})
0.036953582694907616,frozenset({'jamiroquai'})
0.018476791347453808,frozenset({'jason mraz'})
0.03605227579990987,frozenset({'jay-z'})
0.011716989634970707,frozenset({'jedi mind tricks'})
0.013068949977467327,frozenset({'jeff buckley'})
0.011716989634970707,frozenset({'jefferson airplane'})
0.015772870662460567,frozenset({'jethro tull'})
0.04371338440739072,frozenset({'jimi hendrix'})
0.02118071203244705,frozenset({'jimmy eat world'})
0.013970256872465074,frozenset({'joanna newsom'})
0.013519603424966201,frozenset({'joe satriani'})
0.01757548445245606,frozenset({'johann sebastian bach'})
0.013970256872465074,frozenset({'john coltrane'})
0.01622352410995944,frozenset({'john legend'})
0.014420910319963948,frozenset({'john lennon'})
0.020730058584948176,frozenset({'john mayer'})
0.015322217214961695,frozenset({'john williams'})
0.07255520504731862,frozenset({'johnny cash'})
0.03244704821991888,frozenset({'josé gonzález'})
0.0423614240648941,frozenset({'joy division'})
0.03515096890491212,frozenset({'judas priest'})
0.015322217214961695,frozenset({'jurassic 5'})
0.036953582694907616,frozenset({'justice'})
0.023884632717440287,frozenset({'justin timberlake'})
0.02298332582244254,frozenset({'kaiser chiefs'})
0.01216764308246958,frozenset({'kamelot'})
0.06219017575484453,frozenset({'kanye west'})
0.017124831004957188,frozenset({'kasabian'})
0.022082018927444796,frozenset({'katatonia'})
0.013970256872465074,frozenset({'kate bush'})
0.010815682739972961,frozenset({'kate nash'})
0.015322217214961695,frozenset({'katie melua'})
0.024785939612438034,frozenset({'katy perry'})
0.02929247408742677,frozenset({'keane'})
0.020730058584948176,frozenset({'kelly clarkson'})
0.014420910319963948,frozenset({'kent'})
0.034249662009914375,frozenset({'killswitch engage'})
0.013970256872465074,frozenset({'king crimson'})
0.028391167192429023,frozenset({'kings of convenience'})
0.05092383956737269,frozenset({'kings of leon'})
0.022082018927444796,frozenset({'kiss'})
0.015322217214961695,frozenset({'klaxons'})
0.010365029292474088,frozenset({'kmfdm'})
0.02253267237494367,frozenset({'korpiklaani'})
0.054078413699864804,frozenset({'koЯn'})
0.013519603424966201,frozenset({'kraftwerk'})
0.015772870662460567,frozenset({'kreator'})
0.011716989634970707,frozenset({'kt tunstall'})
0.030193780982424517,frozenset({'kylie minogue'})
0.01216764308246958,frozenset({'kyuss'})
0.02253267237494367,frozenset({'lacuna coil'})
0.025236593059936908,frozenset({'lady gaga'})
0.02433528616493916,frozenset({'ladytron'})
0.013970256872465074,frozenset({'lamb'})
0.023884632717440287,frozenset({'lamb of god'})
0.010815682739972961,frozenset({'late of the pier'})
0.01622352410995944,frozenset({'lcd soundsystem'})
0.08021631365479946,frozenset({'led zeppelin'})
0.013519603424966201,frozenset({'lenny kravitz'})
0.02298332582244254,frozenset({'leonard cohen'})
0.017124831004957188,frozenset({'less than jake'})
0.017124831004957188,frozenset({'lil wayne'})
0.031545741324921134,frozenset({'lily allen'})
0.034249662009914375,frozenset({'limp bizkit'})
0.09238395673726904,frozenset({'linkin park'})
0.023433979269941414,frozenset({'lostprophets'})
0.010815682739972961,frozenset({'lou reed'})
0.01216764308246958,frozenset({'louis armstrong'})
0.011266336187471835,frozenset({'ludacris'})
0.01216764308246958,frozenset({'ludwig van beethoven'})
0.020730058584948176,frozenset({'lupe fiasco'})
0.010815682739972961,frozenset({'lynyrd skynyrd'})
0.018476791347453808,frozenset({'m.i.a.'})
0.028391167192429023,frozenset({'m83'})
0.02118071203244705,frozenset({'machine head'})
0.011716989634970707,frozenset({'madlib'})
0.049121225777377195,frozenset({'madonna'})
0.013068949977467327,frozenset({'madvillain'})
0.010815682739972961,frozenset({'mando diao'})
0.011266336187471835,frozenset({'manic street preachers'})
0.019378098242451555,frozenset({'manowar'})
0.02929247408742677,frozenset({'manu chao'})
0.010365029292474088,frozenset({'mariah carey'})
0.05002253267237494,frozenset({'marilyn manson'})
0.018026137899954935,frozenset({'maroon 5'})
0.010365029292474088,frozenset({'marvin gaye'})
0.06534474988733664,frozenset({'massive attack'})
0.023884632717440287,frozenset({'mastodon'})
0.014420910319963948,frozenset({'matisyahu'})
0.012618296529968454,frozenset({'max richter'})
0.018476791347453808,frozenset({'maxïmo park'})
0.03965750337990086,frozenset({'megadeth'})
0.013970256872465074,frozenset({'meshuggah'})
0.12798557908968003,frozenset({'metallica'})
0.011716989634970707,frozenset({'metric'})
0.012618296529968454,frozenset({'mew'})
0.015772870662460567,frozenset({'mf doom'})
0.039206849932401984,frozenset({'mgmt'})
0.010365029292474088,frozenset({'michael bublé'})
0.05272645335736818,frozenset({'michael jackson'})
0.015772870662460567,frozenset({'mika'})
0.03064443442992339,frozenset({'miles davis'})
0.020730058584948176,frozenset({'millencolin'})
0.023433979269941414,frozenset({'mindless self indulgence'})
0.011716989634970707,frozenset({'ministry'})
0.015322217214961695,frozenset({'minus the bear'})
0.02433528616493916,frozenset({'misfits'})
0.010365029292474088,frozenset({'mobb deep'})
0.06534474988733664,frozenset({'moby'})
0.04281207751239297,frozenset({'modest mouse'})
0.03605227579990987,frozenset({'mogwai'})
0.011716989634970707,frozenset({'moloko'})
0.013068949977467327,frozenset({'mono'})
0.015322217214961695,frozenset({'moonspell'})
0.025236593059936908,frozenset({'morcheeba'})
0.02433528616493916,frozenset({'morrissey'})
0.011266336187471835,frozenset({'mos def'})
0.010365029292474088,frozenset({'motion city soundtrack'})
0.03199639477242001,frozenset({'motörhead'})
0.011716989634970707,frozenset({'mudvayne'})
0.1050022532672375,frozenset({'muse'})
0.019378098242451555,frozenset({'my bloody valentine'})
0.031545741324921134,frozenset({'my chemical romance'})
0.010815682739972961,frozenset({'my dying bride'})
0.010815682739972961,frozenset({'mötley crüe'})
0.013519603424966201,frozenset({'múm'})
0.010815682739972961,frozenset({'n*e*r*d'})
0.011266336187471835,frozenset({'nada surf'})
0.031095087877422264,frozenset({'nas'})
0.03334835511491663,frozenset({'neil young'})
0.03199639477242001,frozenset({'nelly furtado'})
0.020279405137449302,frozenset({'neutral milk hotel'})
0.011716989634970707,frozenset({'new found glory'})
0.026137899954934655,frozenset({'new order'})
0.02658855340243353,frozenset({'nick cave and the bad seeds'})
0.02568724650743578,frozenset({'nick drake'})
0.0423614240648941,frozenset({'nickelback'})
0.013068949977467327,frozenset({'nightmares on wax'})
0.0626408292023434,frozenset({'nightwish'})
0.013519603424966201,frozenset({'nile'})
0.020730058584948176,frozenset({'nina simone'})
0.07480847228481298,frozenset({'nine inch nails'})
0.0914826498422713,frozenset({'nirvana'})
0.013519603424966201,frozenset({'no doubt'})
0.031545741324921134,frozenset({'nofx'})
0.029743127534925643,frozenset({'norah jones'})
0.016674177557458314,frozenset({'notorious b.i.g.'})
0.026137899954934655,frozenset({'nouvelle vague'})
0.047769265434880574,frozenset({'oasis'})
0.021631365479945923,frozenset({'of montreal'})
0.010365029292474088,frozenset({'okkervil river'})
0.011716989634970707,frozenset({'oomph!'})
0.04146011716989635,frozenset({'opeth'})
0.011266336187471835,frozenset({'orbital'})
0.020730058584948176,frozenset({'outkast'})
0.01982875168995043,frozenset({'ozzy osbourne'})
0.023433979269941414,frozenset({'p.o.d.'})
0.01982875168995043,frozenset({'panic at the disco'})
0.035601622352410996,frozenset({'pantera'})
0.031545741324921134,frozenset({'papa roach'})
0.01216764308246958,frozenset({'paradise lost'})
0.028391167192429023,frozenset({'paramore'})
0.011266336187471835,frozenset({'parkway drive'})
0.013068949977467327,frozenset({'paul van dyk'})
0.017124831004957188,frozenset({'pavement'})
0.049121225777377195,frozenset({'pearl jam'})
0.032897701667417754,frozenset({'pendulum'})
0.015772870662460567,frozenset({'pennywise'})
0.018026137899954935,frozenset({'pet shop boys'})
0.010365029292474088,frozenset({'peter bjorn and john'})
0.015322217214961695,frozenset({'peter gabriel'})
0.011716989634970707,frozenset({'phil collins'})
0.011266336187471835,frozenset({'philip glass'})
0.013970256872465074,frozenset({'phoenix'})
0.012618296529968454,frozenset({'pink'})
0.09824245155475439,frozenset({'pink floyd'})
0.0473186119873817,frozenset({'pixies'})
0.027039206849932402,frozenset({'pj harvey'})
0.06083821541234791,frozenset({'placebo'})
0.010815682739972961,frozenset({'plaid'})
0.03199639477242001,frozenset({'porcupine tree'})
0.06624605678233439,frozenset({'portishead'})
0.015322217214961695,frozenset({'prefuse 73'})
0.013068949977467327,frozenset({'prince'})
0.010815682739972961,frozenset({'public enemy'})
0.06985128436232538,frozenset({'queen'})
0.05092383956737269,frozenset({'queens of the stone age'})
0.049121225777377195,frozenset({'r.e.m.'})
0.16178458765209555,frozenset({'radiohead'})
0.05858494817485354,frozenset({'rage against the machine'})
0.07661108607480847,frozenset({'rammstein'})
0.04551599819738621,frozenset({'ramones'})
0.026137899954934655,frozenset({'rancid'})
0.02298332582244254,frozenset({'ratatat'})
0.014420910319963948,frozenset({'ray charles'})
0.015322217214961695,frozenset({'razorlight'})
0.11131140153222172,frozenset({'red hot chili peppers'})
0.011716989634970707,frozenset({'reel big fish'})
0.02568724650743578,frozenset({'regina spektor'})
0.011266336187471835,frozenset({'richard cheese'})
0.03334835511491663,frozenset({'rihanna'})
0.015772870662460567,frozenset({'rilo kiley'})
0.0473186119873817,frozenset({'rise against'})
0.02298332582244254,frozenset({'rjd2'})
0.018476791347453808,frozenset({'rob zombie'})
0.02253267237494367,frozenset({'robbie williams'})
0.013519603424966201,frozenset({'roxette'})
0.020730058584948176,frozenset({'rush'})
0.015322217214961695,frozenset({'ryan adams'})
0.01216764308246958,frozenset({'róisín murphy'})
0.04596665164488508,frozenset({'röyksopp'})
0.010365029292474088,frozenset({'sage francis'})
0.014420910319963948,frozenset({'santana'})
0.015322217214961695,frozenset({'santogold'})
0.011716989634970707,frozenset({'saosin'})
