id,quesm1,quesm1r,forum1,forum2,forum3,forum4,ativcolm1,ativcolm1r,forum1r,aprovado
5764,0,1,1,1,1,1,1,0,0,Sim
5771,1,0,1,1,1,1,1,0,0,Não
5773,1,0,1,1,1,1,1,0,0,Sim
5776,1,0,1,1,1,1,1,0,0,Sim
5777,1,0,0,0,0,0,0,0,0,Não
5783,0,1,1,1,1,1,0,1,1,Não
5799,1,0,1,1,1,1,1,0,0,Sim
5848,1,0,1,1,1,1,1,0,0,Não
5849,1,0,1,1,1,1,0,0,0,Não
5881,1,1,1,1,1,1,1,1,1,Não
5890,1,0,1,1,1,1,1,0,0,Sim
5893,0,0,1,1,1,0,0,0,0,Não
5910,1,1,1,0,1,0,0,0,0,Não
5917,1,0,1,1,1,1,1,0,0,Sim
5919,1,0,1,1,1,1,1,0,0,Sim
5923,1,1,0,0,0,0,0,1,1,Sim
5927,1,0,1,1,1,1,0,0,0,Não
5935,1,1,1,1,1,1,1,1,1,Sim
5943,0,0,1,0,0,0,0,0,0,Não
5944,1,1,1,1,1,1,1,1,0,Sim
5951,0,0,0,0,0,0,0,0,0,Não
5967,0,0,0,0,0,0,0,0,0,Não
5968,1,0,1,1,1,1,1,0,0,Não
5976,1,0,1,1,1,1,1,0,0,Não
5980,1,0,1,1,1,1,1,0,0,Sim
5990,0,0,0,0,0,0,0,0,0,Não
6005,1,0,1,1,1,1,0,0,0,Não
6007,1,1,1,1,0,1,0,0,0,Não
6025,0,0,1,1,1,1,1,0,0,Sim
6034,1,0,1,1,1,1,1,0,0,Não
6038,1,0,1,1,1,0,1,0,0,Sim
6063,0,1,0,0,0,0,0,1,1,Sim
6064,0,0,1,1,0,1,0,0,0,Não
6070,1,1,0,0,0,0,1,0,0,Não
6076,1,0,1,1,1,1,1,0,0,Sim
6108,0,0,1,0,0,0,0,0,0,Sim
6114,1,1,1,0,0,0,1,0,0,Não
6120,0,1,0,0,0,0,0,0,1,Não
6132,0,1,1,1,1,0,1,1,1,Sim
6138,0,0,0,0,0,0,0,0,0,Não
6163,1,0,1,1,1,1,0,0,0,Não
6192,1,1,1,1,1,1,1,0,0,Sim
6194,1,0,1,1,1,1,1,0,0,Não
6218,1,1,1,1,1,1,0,1,0,Não
6228,0,1,1,1,1,1,1,0,1,Sim
6244,1,0,1,1,1,1,1,0,0,Sim
6270,1,0,1,1,1,1,1,0,0,Sim
6275,1,0,1,0,0,0,1,0,0,Não
6297,0,0,0,0,0,0,0,0,0,Não
6302,1,1,1,1,1,1,1,1,1,Sim
6310,0,0,1,1,0,0,0,0,0,Não
6318,1,0,1,1,1,1,1,0,0,Sim
6322,1,0,1,1,0,0,1,0,0,Não
6331,0,1,1,1,1,0,0,1,1,Não
6336,1,0,1,1,1,1,1,0,0,Sim
6345,1,1,1,1,1,1,1,0,0,Sim
6351,0,0,1,1,1,1,0,0,0,Não
6365,1,1,1,1,1,1,0,0,0,Não
6367,0,0,0,0,0,0,1,0,0,Não
6368,1,0,1,1,1,1,1,0,0,Não
6383,0,0,0,0,0,0,1,0,0,Não
6397,1,1,1,1,1,1,0,0,1,Sim
6401,1,0,0,1,1,0,0,0,0,Não
6402,1,0,1,1,1,1,1,0,0,Não
6405,1,0,1,1,1,1,0,0,0,Não
6410,1,0,1,1,1,0,1,0,0,Não
6414,1,0,1,0,1,0,1,0,0,Sim
6417,1,1,1,1,1,1,1,0,0,Sim
6420,1,0,1,1,1,1,1,0,0,Sim
6427,1,0,1,1,1,1,1,0,0,Não
6436,1,0,1,1,1,1,1,0,0,Não
6442,1,0,1,1,1,1,1,0,0,Sim
6451,0,0,1,1,1,1,1,0,0,Não
6510,1,0,1,1,1,1,1,0,0,Não
6518,1,1,1,1,1,1,0,0,1,Não
6540,1,1,1,1,1,1,1,0,0,Sim
6548,1,0,1,1,1,1,1,0,0,Sim
6553,0,0,1,0,0,0,0,0,0,Não
6566,1,0,1,1,1,0,1,0,0,Sim
6567,1,0,1,1,1,1,1,0,0,Não
6581,1,0,1,1,1,1,1,0,0,Não
6583,1,0,1,1,1,1,1,0,0,Não
6590,1,0,0,0,0,0,1,0,0,Não
6591,1,0,1,1,1,1,1,0,1,Não
6592,1,0,1,1,1,1,0,0,0,Não
6606,0,1,1,1,1,0,0,1,1,Sim
6609,0,0,1,0,0,0,0,0,0,Não
6610,0,0,0,0,0,0,0,0,0,Não
6616,1,0,1,1,1,1,1,0,0,Não
6631,1,1,1,1,1,1,1,0,1,Sim
6633,1,0,0,0,0,0,1,0,1,Não
6643,1,0,1,1,1,1,1,0,0,Sim
6672,1,0,1,1,1,1,1,0,0,Sim
6676,1,0,1,1,1,1,1,0,0,Não
6697,1,1,1,1,1,1,0,0,0,Não
6700,0,0,0,0,0,0,0,0,0,Não
6707,1,0,1,1,1,1,1,0,0,Não
6726,0,0,1,1,1,1,1,0,0,Não
6733,0,0,1,1,1,1,1,0,0,Não
6743,1,0,0,1,0,0,1,0,0,Não
6744,1,1,1,1,1,1,1,0,0,Não
6750,1,0,1,1,1,1,1,0,0,Sim
6754,1,0,1,1,1,1,1,0,0,Não
6768,1,0,1,1,1,1,1,0,0,Sim
6781,0,0,0,1,0,0,1,0,0,Não
6787,1,1,1,1,1,0,1,0,0,Não
6788,0,1,1,1,1,1,0,0,0,Sim
6799,1,0,1,1,1,1,1,0,0,Não
6801,1,1,1,1,1,1,1,0,1,Não
6812,1,0,1,1,1,1,1,0,0,Sim
6814,1,0,1,1,1,1,1,0,0,Não
6821,1,1,0,1,1,1,0,0,0,Não
6839,0,0,1,0,0,0,0,0,0,Não
6847,1,0,1,1,1,1,0,0,0,Sim
6851,1,1,1,1,1,0,1,0,0,Sim
6860,0,1,1,0,1,0,0,0,0,Não
6863,0,0,0,0,0,0,0,0,0,Não
6868,1,0,1,1,1,1,1,0,0,Sim
6886,1,0,1,0,1,0,1,0,0,Não
6890,0,0,1,1,1,1,0,0,0,Não
6897,0,0,1,1,1,1,0,1,0,Não
6898,0,1,1,1,1,1,1,0,1,Sim
6900,1,0,1,1,1,1,0,0,0,Não
6926,1,0,1,1,1,1,1,0,0,Não
6928,0,1,1,1,1,0,0,1,1,Sim
6939,1,0,1,1,1,1,1,0,0,Não
6941,1,1,1,1,1,1,1,0,0,Sim
6946,1,1,1,1,1,1,1,1,0,Sim
6957,1,1,1,1,1,1,0,0,1,Sim
6959,1,0,1,1,1,1,1,0,0,Não
6976,0,0,0,0,0,0,0,0,0,Não
6985,1,0,1,1,1,0,0,0,0,Não
6987,1,1,1,1,1,1,1,0,0,Sim
6994,1,1,1,1,1,1,1,1,1,Não
6998,1,0,1,1,1,1,1,0,0,Sim
7003,1,0,1,1,1,1,1,0,0,Não
7026,0,1,0,0,0,0,0,0,0,Não
7032,1,0,1,1,1,1,1,0,0,Não
7033,0,0,1,0,0,0,0,0,0,Não
7035,1,0,1,1,1,1,1,0,0,Não
7049,1,0,1,1,1,1,1,0,0,Sim
7061,0,0,1,1,1,1,1,0,0,Não
7063,0,1,1,1,1,0,1,0,1,Sim
7074,0,0,1,1,1,1,1,0,0,Não
7076,0,1,1,1,1,1,1,1,1,Sim
7088,0,0,0,0,0,0,1,0,0,Não
7105,0,1,0,0,0,0,0,1,0,Sim
7121,1,0,1,1,1,1,1,0,0,Sim
7130,1,0,1,1,0,0,1,1,0,Não
7151,0,0,0,0,0,0,0,0,0,Não
7155,1,0,1,1,1,1,0,0,0,Não
7157,0,0,1,1,1,1,1,0,0,Sim
7162,1,0,1,1,1,1,1,0,0,Sim
7175,1,0,1,1,1,1,1,0,0,Sim
7193,1,0,1,1,1,1,1,0,0,Sim
7194,0,1,1,0,0,0,0,0,1,Sim
7196,1,1,1,1,1,1,0,1,1,Não
7203,1,0,1,1,1,1,1,0,0,Sim
7226,1,0,1,1,1,1,1,0,0,Não
7234,0,0,0,0,0,0,0,0,0,Não
7245,1,0,1,1,1,0,0,1,0,Não
7258,0,0,1,1,1,1,1,0,0,Não
7260,0,1,0,0,0,0,0,1,1,Sim
7275,1,1,1,1,1,1,0,1,1,Não
7277,1,0,1,1,1,1,1,0,0,Não
7286,1,0,1,1,1,1,1,0,0,Sim
7302,1,0,1,1,1,1,1,0,0,Não
7311,1,0,1,1,1,1,1,0,0,Não
7317,1,1,1,1,1,1,1,1,1,Sim
7320,1,0,1,1,1,1,1,0,0,Sim
7326,1,0,1,1,1,1,1,0,0,Não
7331,0,0,1,1,1,0,1,0,0,Não
7367,1,0,1,1,1,1,1,0,0,Sim
7370,0,0,1,1,1,1,0,0,0,Não
7393,1,0,1,1,1,0,0,0,0,Não
7397,1,0,1,1,1,1,1,0,0,Não
7398,1,0,1,1,0,0,0,0,0,Não
7403,1,0,1,1,1,1,0,0,0,Sim
7447,1,0,1,1,1,1,1,0,0,Sim
7454,1,0,1,1,1,1,1,0,0,Sim
7455,1,0,1,1,1,1,1,0,0,Sim
7460,0,0,1,1,1,1,0,0,0,Não
7466,1,0,0,1,0,1,1,0,0,Sim
7471,1,0,1,1,1,1,1,0,0,Sim
7480,1,0,1,1,1,1,1,0,0,Sim
7486,0,0,1,1,1,1,0,0,0,Não
7492,1,0,0,0,0,0,0,0,0,Sim
7493,0,0,1,1,1,1,1,1,1,Sim
7527,0,0,0,0,0,0,0,0,0,Não
7540,0,1,1,1,1,1,1,0,0,Sim
7543,0,0,0,0,0,0,0,0,0,Não
7546,0,0,1,0,0,0,0,0,0,Não
7547,1,0,1,1,1,1,1,0,0,Não
7550,0,0,1,1,1,1,1,0,0,Não
7556,1,0,1,1,1,1,1,0,0,Sim
7569,1,1,1,1,1,1,0,1,0,Não
7588,1,0,1,1,1,1,1,0,0,Sim
7595,1,0,1,1,1,1,1,0,0,Sim
7598,1,1,1,1,1,1,1,0,0,Sim
7606,1,0,1,1,1,1,1,0,0,Sim
7611,0,1,1,1,1,1,0,1,1,Sim
7624,1,0,1,1,1,1,0,0,0,Não
7630,0,1,1,1,1,1,1,0,0,Não
7637,1,0,1,1,1,1,1,0,0,Sim
7663,1,0,1,1,1,0,1,0,0,Sim
7667,0,1,1,1,1,1,0,1,1,Sim
7681,1,0,1,1,1,1,0,0,0,Sim
7685,0,1,0,0,1,0,1,1,1,Sim
7703,0,1,1,1,1,1,1,0,0,Não
7712,0,0,0,0,0,0,0,0,0,Não
7717,1,0,1,1,1,1,1,0,0,Sim
7719,1,0,1,1,1,1,1,0,0,Sim
7820,1,0,1,1,1,1,1,0,0,Não
7826,0,1,1,1,0,1,0,1,1,Não
7842,0,0,1,1,1,1,0,0,0,Não
7845,1,0,1,1,1,1,1,0,0,Não
7855,1,1,0,0,0,0,0,0,0,Não
7859,0,1,1,1,1,1,0,0,0,Sim
7877,0,0,0,0,0,0,0,0,0,Não
7897,1,0,0,0,0,0,0,0,0,Não
7939,1,0,1,1,1,0,1,0,0,Não
7950,1,0,1,1,1,1,1,0,0,Não
7952,1,0,1,1,1,1,1,0,0,Sim
7963,1,0,1,1,1,1,1,0,0,Sim
7966,1,0,1,1,1,1,0,0,0,Sim
7973,0,1,1,1,1,0,1,1,1,Não
7981,1,0,1,1,1,1,1,0,0,Sim
7987,0,0,1,1,1,1,1,0,0,Sim
7993,0,0,1,1,0,0,0,0,0,Não
7995,0,1,1,0,0,0,0,1,1,Não
8027,1,0,1,1,1,1,1,0,0,Não
8033,1,1,1,1,1,1,1,0,0,Sim
8038,1,1,1,1,1,0,0,0,1,Não
8048,1,0,1,1,1,1,1,0,0,Sim
8050,1,0,1,0,0,1,1,1,1,Sim
8062,0,0,1,0,0,0,0,0,0,Não
8072,1,0,1,1,1,0,1,0,0,Sim
8077,1,0,1,1,1,1,1,0,0,Não
8079,1,0,1,1,1,1,1,0,0,Sim
8086,0,0,0,0,0,0,0,0,0,Não
8105,1,1,1,1,1,1,1,0,1,Sim
8107,0,1,1,1,1,0,0,0,1,Não
8114,0,0,1,1,1,0,0,0,0,Não
8117,1,0,0,0,0,0,0,0,0,Não
8119,0,0,1,0,0,0,0,0,0,Não
8133,0,1,0,0,0,0,0,0,1,Não
8147,1,1,1,1,1,1,1,0,0,Sim
8165,1,1,1,1,1,1,1,0,0,Sim
8166,1,1,1,1,1,1,1,0,0,Sim
8171,1,1,1,1,1,0,0,1,1,Sim
8190,1,1,1,1,1,1,1,0,0,Sim
8204,1,0,1,1,1,1,1,0,0,Não
8225,0,1,1,1,1,1,1,1,1,Sim
8255,1,0,1,1,1,1,1,0,0,Não
8257,0,1,1,1,1,1,1,0,0,Não
8274,1,0,1,1,1,1,1,0,0,Sim
8275,0,0,1,0,0,0,0,0,0,Não
8279,1,0,1,1,1,1,1,0,0,Não
8280,1,0,1,1,1,0,0,0,0,Não
8288,0,0,0,0,0,0,0,0,0,Não
8304,1,0,1,1,1,1,0,0,0,Não
8309,1,1,1,1,1,1,0,0,0,Sim
8318,1,0,1,1,1,1,1,0,0,Sim
8325,0,0,1,1,1,1,1,0,0,Não
8388,1,0,1,1,1,1,1,0,0,Não
8390,1,1,0,0,0,0,0,0,0,Não
8403,1,0,1,1,1,0,1,0,0,Sim
8411,0,0,0,0,0,0,0,0,0,Não
8425,1,1,0,0,0,0,0,1,1,Não
8447,1,0,0,0,0,0,0,0,0,Não
8450,0,0,1,1,1,1,1,0,0,Sim
8474,0,0,1,1,1,0,0,0,0,Não
8480,1,1,1,1,1,1,0,0,0,Sim
8554,1,0,1,1,1,1,1,0,0,Não
8561,1,0,1,1,1,1,1,0,0,Sim
8565,1,0,1,1,1,1,1,0,0,Sim
8574,1,1,1,1,1,1,1,1,1,Sim
8575,0,1,0,0,0,0,1,1,0,Sim
8602,1,0,1,1,1,1,1,0,1,Sim
8635,1,0,1,1,1,1,1,0,0,Não
8679,1,0,1,1,1,1,0,0,0,Não
8681,1,0,1,1,1,1,1,0,0,Sim
8682,0,1,0,0,0,0,0,0,0,Não
8685,1,1,1,1,1,0,0,1,1,Não
8695,1,0,1,1,0,1,1,0,0,Não
8700,0,1,1,1,1,1,1,1,1,Não
8703,0,0,1,1,0,0,0,0,1,Não
8712,1,0,1,1,1,1,1,0,0,Não
8716,0,1,0,0,0,0,0,1,1,Sim
8722,1,0,1,1,1,1,1,0,0,Sim
8725,1,0,1,1,1,1,0,0,0,Não
8749,1,0,1,1,1,1,1,0,0,Não
8760,0,1,0,0,0,0,0,0,1,Não
8781,1,0,1,1,1,1,0,0,0,Não
8800,0,1,1,0,1,0,0,0,0,Não
8856,1,0,1,1,1,1,1,0,0,Sim
8877,1,1,1,1,1,1,1,0,0,Sim
8884,1,0,1,1,1,1,0,0,0,Não
8906,1,0,1,1,1,1,1,0,0,Sim
8909,1,0,1,1,1,1,1,0,0,Sim
8914,1,0,1,1,1,1,1,0,0,Não
8931,1,1,1,1,1,1,1,0,0,Sim
8933,1,0,1,1,1,1,1,0,0,Não
8935,0,0,1,0,0,0,0,0,0,Não
8936,0,1,1,1,1,1,0,0,1,Sim
8940,1,0,1,1,1,1,1,0,0,Sim
8941,0,0,1,0,0,0,0,0,0,Não
8968,1,1,1,1,1,1,1,0,0,Sim
8982,1,0,1,1,1,1,1,0,0,Não
8999,1,0,1,1,1,1,1,0,0,Não
9003,0,0,1,0,0,0,0,0,0,Não
9005,0,1,0,0,0,0,0,0,0,Não
9011,1,0,1,1,1,1,1,0,0,Sim
9023,1,1,1,1,1,1,1,0,0,Sim
9025,1,1,1,1,1,1,1,0,1,Não
9027,1,1,1,1,0,0,0,1,1,Sim
9028,0,0,1,1,1,0,1,0,0,Não
9035,1,0,1,0,1,1,1,0,0,Não
9050,0,1,0,0,0,0,0,0,0,Não
9057,1,0,1,1,1,1,1,0,0,Não
9063,1,0,1,1,1,1,1,0,0,Sim
9065,1,0,1,0,0,0,1,0,0,Não
9082,1,0,1,1,1,1,1,0,0,Sim
9091,1,1,1,1,1,1,1,0,0,Não
9101,0,0,0,0,0,0,0,0,0,Não
9104,1,0,1,1,1,1,1,0,0,Sim
9106,0,1,1,0,0,0,0,1,0,Sim
9123,0,0,0,0,0,0,0,0,0,Não
9132,1,0,1,1,1,1,1,0,0,Sim
9141,1,0,1,1,1,1,1,0,1,Sim
9155,1,0,1,1,1,1,0,0,0,Não
9168,0,0,1,1,1,1,0,0,0,Sim
9169,0,0,1,1,1,0,0,0,0,Não
9170,0,1,1,1,1,1,1,0,0,Sim
9171,1,0,1,1,1,1,1,0,0,Não
9195,1,0,1,1,1,1,1,0,0,Sim
9197,0,1,0,0,0,0,0,1,0,Sim
9200,1,0,1,1,1,1,1,0,0,Não
9212,1,0,1,1,1,1,1,0,0,Não
9217,1,1,1,1,1,1,1,0,0,Não
9224,0,1,1,1,1,1,1,0,1,Sim
9233,1,0,1,1,1,1,1,0,0,Sim
9250,1,0,1,1,1,1,1,0,0,Sim
9265,1,1,1,1,1,1,1,0,0,Não
9283,0,0,0,0,0,0,0,0,0,Não
9288,0,0,1,1,0,0,1,0,1,Não
9298,0,0,1,1,0,0,0,0,0,Não
9304,1,0,1,1,1,1,1,0,0,Sim
9306,0,0,1,1,0,0,1,0,0,Não
9314,1,1,1,1,1,1,1,0,0,Não
9323,1,1,1,1,0,1,1,1,1,Não
9326,0,0,0,0,0,0,0,0,0,Não
9332,1,1,1,1,1,1,1,0,0,Não
9336,0,1,1,0,0,0,0,0,0,Não
9337,1,0,1,1,1,1,1,0,0,Sim
9340,1,0,1,1,1,1,1,0,0,Não
9368,0,0,0,0,0,0,1,0,0,Não
9372,1,0,1,1,1,1,0,0,0,Sim
9379,1,0,1,1,1,1,1,0,0,Sim
9389,0,1,1,1,1,1,0,1,1,Sim
9395,1,0,1,1,0,1,1,0,0,Sim
9408,0,1,1,0,0,0,0,0,0,Não
9409,1,0,1,1,1,0,0,0,0,Não
9447,1,0,1,1,1,1,1,0,0,Sim
9453,1,1,1,1,1,1,0,1,1,Não
9462,1,1,1,1,1,1,1,0,0,Não
9472,1,1,1,1,1,1,1,0,0,Sim
9475,1,0,1,1,1,1,1,0,0,Sim
9488,1,0,1,1,1,1,1,0,0,Sim
9492,0,0,0,0,0,0,0,0,0,Não
9495,1,0,1,1,1,1,0,0,0,Não
9496,1,0,1,1,1,1,1,0,0,Não
9503,1,0,1,1,1,1,1,0,0,Sim
9523,1,0,1,1,1,1,0,0,0,Não
9567,1,0,1,1,1,1,0,0,0,Não
9571,1,0,1,1,1,1,1,0,0,Não
9605,1,0,1,1,1,1,0,0,0,Não
9606,1,1,1,1,1,1,0,0,0,Não
9634,1,1,1,0,1,1,0,1,1,Não
9646,1,0,1,1,1,1,1,0,0,Sim
9670,1,1,1,1,0,1,1,0,0,Sim
9676,1,0,1,1,1,1,1,0,0,Sim
9695,1,0,1,1,1,1,1,0,0,Sim
9705,1,0,1,0,0,0,0,0,0,Não
9712,0,0,1,1,1,1,1,0,0,Não
9732,0,1,1,1,1,1,0,1,1,Sim
9739,1,0,1,1,1,1,0,0,0,Não
9745,0,1,1,1,1,0,0,1,1,Sim
9765,0,1,1,1,1,0,0,0,0,Não
9767,1,0,1,1,1,1,1,0,0,Sim
9787,0,0,1,1,1,0,0,0,0,Não
9788,1,1,1,1,1,1,0,1,1,Sim
9799,1,0,1,1,1,1,1,0,0,Sim
9803,1,0,1,1,1,1,1,0,0,Não
9809,1,0,1,1,1,1,1,0,0,Sim
9825,1,0,1,1,1,1,0,0,0,Não
9832,1,1,1,1,0,1,1,1,1,Não
9836,1,0,1,1,1,1,1,0,0,Não
9840,1,1,1,1,1,1,1,0,0,Sim
9861,1,0,1,0,0,0,0,0,0,Não
9867,0,0,0,0,0,0,0,0,0,Não
9875,0,1,1,1,1,1,1,1,1,Sim
9880,0,1,1,1,1,1,0,1,1,Sim
9886,1,0,1,1,1,1,1,0,0,Não
9893,0,0,0,0,0,0,0,0,0,Não
9898,1,1,1,0,1,0,1,0,1,Não
9917,1,0,1,1,1,1,0,0,0,Não
9940,1,0,1,1,1,1,1,0,0,Sim
9968,0,1,1,1,1,1,1,0,0,Não
9978,0,0,1,1,1,1,1,0,0,Não
9981,1,0,1,1,1,1,1,0,0,Sim
9983,1,1,1,1,1,1,1,0,0,Não
9992,1,0,1,1,1,1,0,0,0,Sim
9998,0,0,1,1,0,0,0,0,0,Não
10000,1,0,1,1,1,1,1,0,0,Sim
10002,1,0,1,1,1,1,1,0,0,Não
10007,0,0,1,1,1,1,1,0,0,Não
10009,1,0,1,1,1,1,1,0,0,Não
10017,0,1,1,1,0,1,0,1,1,Sim
10018,1,0,1,1,1,1,0,1,0,Não
10020,1,1,1,1,1,1,1,0,0,Não
10030,1,0,1,1,1,1,1,0,0,Sim
10040,0,0,0,0,0,0,0,0,0,Não
10043,0,0,1,0,0,0,0,0,0,Não
10048,1,0,1,1,1,1,1,0,0,Sim
10074,0,0,0,0,0,0,0,0,0,Não
10077,1,0,1,1,1,1,1,0,0,Não
10096,1,0,1,1,1,1,1,0,0,Sim
10119,1,1,1,1,1,1,1,0,1,Sim
10120,1,0,1,0,0,0,1,0,0,Sim
10121,1,0,1,1,1,1,1,0,1,Sim
10144,1,0,1,1,1,0,1,0,0,Sim
10149,1,1,1,1,1,1,1,0,0,Não
10197,1,0,1,1,1,1,1,0,0,Não
10206,1,1,1,1,1,1,1,0,0,Não
10211,1,0,1,1,1,1,1,0,0,Sim
10224,0,0,0,0,0,0,0,0,0,Não
10238,1,1,1,1,1,0,0,1,1,Sim
10265,0,1,1,0,1,1,1,0,1,Não
10271,1,0,1,1,1,1,1,0,0,Sim
10291,0,1,1,1,1,1,0,1,1,Não
10328,0,1,1,1,1,1,1,0,0,Sim
10358,0,0,1,1,1,1,1,0,0,Sim
10371,1,0,0,0,0,0,0,0,0,Não
10374,1,0,1,1,0,1,1,1,0,Não
10376,1,1,1,1,1,1,1,1,0,Não
10383,0,0,0,0,0,0,0,0,0,Não
10384,1,1,1,1,1,1,1,0,0,Não
10389,1,0,1,1,1,1,1,0,0,Sim
10395,0,0,1,1,0,0,0,0,0,Não
10400,1,1,1,1,1,0,0,0,1,Sim
10410,0,1,1,1,1,1,0,0,1,Sim
10413,1,1,1,1,1,1,1,0,0,Sim
10430,1,1,1,1,1,1,1,1,1,Não
10438,0,1,1,1,0,0,0,1,0,Não
10448,1,0,1,1,1,1,1,0,0,Sim
10474,1,0,1,1,1,1,1,0,0,Sim
10476,1,0,1,1,1,1,1,0,0,Sim
10518,0,0,1,0,0,0,0,0,0,Não
10519,1,0,1,1,1,1,0,0,0,Sim
10528,0,0,1,1,0,0,0,0,0,Não
10532,1,0,1,1,0,1,1,0,0,Não
10538,1,0,1,1,1,1,1,0,0,Sim
10543,1,1,1,1,1,0,1,1,1,Sim
10560,1,1,1,1,1,1,1,0,0,Sim
10562,1,0,1,1,1,0,1,0,0,Sim
10574,1,1,1,1,1,1,0,0,0,Sim
10601,0,1,0,0,0,0,0,0,0,Sim
10610,1,0,1,1,1,0,1,0,0,Não
10612,1,0,1,1,1,1,1,0,0,Sim
10636,1,0,1,1,1,1,1,0,0,Não
10642,0,0,1,0,0,0,0,0,0,Não
10651,1,0,1,1,1,1,0,0,0,Não
10652,1,1,1,1,1,1,1,0,0,Sim
10656,1,0,1,1,1,1,1,0,0,Sim
10658,0,0,1,1,1,0,1,0,0,Não
10676,0,1,1,1,1,1,0,1,1,Sim
10687,0,0,0,0,0,0,1,0,0,Não
10696,1,0,1,1,1,1,1,0,0,Não
10716,0,1,1,1,0,0,0,0,0,Não
10737,1,0,1,1,1,1,1,0,0,Não
10744,1,0,1,1,1,1,0,0,0,Sim
10760,1,0,1,1,1,1,1,0,0,Sim
10761,1,0,1,1,0,0,1,0,0,Sim
10769,0,0,0,0,0,0,0,0,0,Não
10772,1,0,1,1,1,1,1,0,0,Sim
10776,1,0,1,1,1,1,0,1,0,Não
10784,1,0,0,0,0,0,0,0,0,Não
10810,0,0,1,1,1,1,1,0,0,Não
10817,1,1,1,1,1,1,1,0,0,Não
10835,1,0,1,1,1,1,1,0,0,Sim
10844,0,1,1,1,1,1,1,0,0,Sim
10846,0,0,0,0,0,0,0,0,0,Não
10859,1,1,1,1,1,1,1,1,1,Sim
10872,0,1,1,0,0,0,1,0,1,Sim
10873,1,1,0,1,1,1,1,0,1,Sim
10876,1,1,1,1,1,1,1,0,1,Sim
10897,1,0,1,1,0,1,1,0,0,Não
